title,artist,weeks,peak_rank,peak_date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Girls Girls Girls (Part II),The Coasters,2.0,96.0,1961-07-19,3Lbxie6whOW4eMt4jtI32k,Yakety Yak - 2007 Remaster,There's A Riot Goin' On: The Coasters On Atco,53.0,N,2007-12-07,0.641,0.834,-7.831,0.242,0.626,0.000534,0.131,0.849,7.0,1.0,120.948,116.027
Give Me Your Love,Nat King Cole,4.0,82.0,1959-01-28,4RQxGQ97g4VQCxVWeFJJvS,Give Me Your Love,From The Capitol Vaults (Vol. 2),10.0,N,2022-06-17,0.217,0.254,-13.682,0.0363,0.94,0.0,0.378,0.284,10.0,1.0,175.169,129.987
Give Myself A Party,Don Gibson,10.0,46.0,1958-09-24,7sdBNhIlZa44SWwVpnEu1E,Give Myself A Party - Re-Recorded In Stereo,18 Greatest Hits,18.0,N,1991-05-13,0.707,0.317,-15.33,0.0345,0.843,0.0176,0.213,0.71,7.0,1.0,124.016,149.8
Glad Rags,Tennessee Ernie Ford,1.0,100.0,1959-02-18,5tZGCT6F8hsBXly2LONIXi,Glad Rags,The Capitol Singles 1956-1958,1.0,N,2020-04-03,0.682,0.743,-6.213,0.0434,0.873,0.00039,0.164,0.665,7.0,1.0,119.153,118.227
Gloria's Theme,Adam Wade,6.0,74.0,1960-11-16,7C78szUMd0s1VKmrwada3n,Gloria's Theme - from 'Butterfield 8',The Cinema of Elizabeth Taylor,0.0,N,2011-07-04,0.166,0.22,-15.353,0.0311,0.875,5.94e-06,0.118,0.168,5.0,0.0,63.347,172.44
Glory Of Love,The Roommates,9.0,49.0,1961-04-05,2f6s89LHeGIcX0ygUH9sT3,Glory Of Love,The Very Best Of The Roommates,2.0,N,2020-11-20,0.531,0.395,-7.991,0.0273,0.694,3.66e-06,0.0901,0.74,5.0,1.0,110.662,126.693
Go Chase A Moonbeam,Jerry Vale,7.0,60.0,1958-10-08,79RiTM9fIZ2Snf4bH1xFQQ,Go Chase A Moonbeam (with Glenn Osser & His Orchestra),Greatest Hits,14.0,Y,1994-05-06,0.465,0.448,-11.526,0.0346,0.743,0.0,0.596,0.648,2.0,1.0,119.046,150.893
"Go, Jimmy, Go",Jimmy Clanton,16.0,5.0,1959-12-02,6vE0KjeCWt7AnKQx4BtKoV,"Go, Jimmy, Go",This Is Jimmy Clanton,37.0,N,1998-01-01,0.487,0.667,-4.783,0.0358,0.242,0.0,0.105,0.782,0.0,1.0,137.492,129.147
God Bless America,Connie Francis,11.0,36.0,1959-11-11,3UCHPG6VkGQzVXm69rd6f6,God Bless America,Gold,20.0,N,2005-06-14,0.341,0.36,-9.64,0.0304,0.466,0.00509,0.124,0.681,3.0,1.0,187.048,164.28
Going To Chicago Blues,Count Basie & His Orch.,1.0,100.0,1958-08-13,1M1F8qAMHX003wJyYr9KUo,Going To Chicago Blues,Sing Along with Basie,5.0,Y,1958-01-01,0.516,0.196,-13.949,0.0705,0.94,0.0,0.141,0.413,3.0,1.0,73.8,254.253
Gonzo,James Booker,11.0,43.0,1960-11-02,2oXzcaaG842wRUvuR5xXIS,Gonzo,Gonzo: More Than All The 45's,20.0,N,1996-01-01,0.652,0.463,-10.322,0.0491,0.707,0.501,0.112,0.825,0.0,1.0,129.337,142.298
Good Rockin' Tonight,Pat Boone,8.0,49.0,1959-01-07,6sUrS6HXdCUwXBh7E7bEO2,Good Rockin’ Tonight - Long Version,This And That (Expanded Edition),0.0,N,1960-09-01,0.654,0.608,-11.564,0.111,0.796,1.44e-06,0.437,0.797,7.0,1.0,78.255,146.12
Good Time Baby,Bobby Rydell,11.0,11.0,1961-01-18,5Zt2tF219dfVI32VAORqXH,Good Time Baby,The Best Of Bobby Rydell,11.0,N,2005-10-18,0.506,0.844,-6.58,0.0725,0.617,0.0,0.645,0.854,5.0,1.0,168.78,129.467
Good Timin',Jimmy Jones,15.0,3.0,1960-04-13,52BR7Vx8Zh3BENnHztAE5Q,Good Timin',Good Timin',43.0,N,1960-01-01,0.552,0.562,-7.682,0.0412,0.609,0.000125,0.093,0.971,3.0,1.0,147.384,128.48
"Good, Good Lovin'",Chubby Checker,6.0,43.0,1961-04-12,74a9dgVrUnZfZewMWgs5xi,"Good, Good Lovin' - Original Hit Recordings",The Best Of Chubby Checker 1959-1963,17.0,N,2005-01-01,0.568,0.813,-6.098,0.154,0.574,5.73e-05,0.054,0.94,5.0,1.0,152.591,144.36
Goodbye Baby,Jack Scott,16.0,8.0,1958-12-10,16HL6HBaqUhWBaxcHMrZEF,Goodbye Baby,Jack Scott's Greatest Hits,17.0,N,1990-03-12,0.694,0.547,-12.623,0.0291,0.91,0.0555,0.0996,0.764,9.0,1.0,130.222,129.333
Goodbye Charlie,Patti Page,3.0,90.0,1959-10-07,3VoBZSg9JsSyEv6e8vUViA,Goodbye to You (feat. Patty Smyth),Patty Smyth's Greatest Hits Featuring Scandal,37.0,Y,1998-09-07,0.512,0.941,-5.177,0.0637,0.0968,3.87e-05,0.313,0.845,9.0,1.0,159.346,226.427
"Goodbye Jimmy, Goodbye",Kathy Linden,14.0,11.0,1959-04-08,3Bciu99H9XvjojvApBCPQK,"Goodbye Jimmy, Goodbye",The Heart of a Jersey Girl,17.0,N,2022-10-14,0.406,0.289,-10.363,0.0317,0.896,0.0,0.129,0.29,10.0,1.0,114.215,156.711
Goodnight Irene,Billy Williams,1.0,75.0,1959-04-15,4cURHmiuYii52BVbhrGbv0,"Lullabye (Goodnight, My Angel)",River Of Dreams,53.0,N,1993-08-10,0.442,0.157,-13.791,0.0324,0.948,0.0,0.224,0.22,7.0,1.0,76.48,214.4
Goodnight My Love (Pleasant Dreams),Ray Peterson,6.0,64.0,1959-11-11,46JG07KkPhEuUFgRVlN8ZL,Goodnight My Love (Pleasant Dreams),Ray Peterson Sings Tell Laura I Love Her,38.0,N,2020-08-11,0.409,0.506,-8.437,0.0308,0.641,5.11e-05,0.434,0.613,1.0,1.0,107.759,157.701
Got A Girl,The Four Preps,10.0,24.0,1960-04-13,6e6B0cQW9FM5JqqIxqXgEm,Got a Girl,The Love of the Common People,3.0,N,2021-02-19,0.635,0.43,-12.549,0.0344,0.741,0.0,0.0807,0.898,1.0,1.0,89.606,153.443
Got A Match?,Frank Gallup,1.0,71.0,1958-01-01,1ODb92FsR6mIeQpcAqn1jb,Shut One's Mouth,Don't Mind Me,27.0,N,2024-04-09,0.707,0.816,-11.324,0.222,0.00667,0.686,0.332,0.572,2.0,1.0,143.39,102.539
Got The Feeling,Fabian,5.0,54.0,1959-09-16,2SCsbNJPm5SRulCELMPtow,Got the Feeling,Hold That Tiger!,11.0,N,1959-12-03,0.634,0.75,-10.333,0.0434,0.593,0.000557,0.0882,0.961,7.0,0.0,172.431,130.773
Gotta Have Rain,Eydie Gorme,7.0,63.0,1958-01-01,5iq1PgZH0rPnvXarxRnf32,What Did I Have That I Don't Have,The Greatest Hits Vol. 1,8.0,N,2012,0.331,0.555,-9.36,0.0451,0.586,5.61e-06,0.126,0.559,8.0,1.0,79.834,182.933
Gotta New Girl,Bobby Day,1.0,82.0,1959-06-17,3tEmwcLXvrJ1fyXGnbn1AS,Gotta New Girl,Bobby Day's Greatest Hits,0.0,N,2010-09-20,0.576,0.47,-12.315,0.0751,0.782,0.0,0.0923,0.785,0.0,1.0,84.067,144.707
Gotta Travel On,Billy Grammer,20.0,4.0,1958-11-19,3HynxUWKnm7rtzjVkyXoHu,Gotta Travel On,Gotta Travel On: The Very Best Of Billy Grammar,29.0,N,2010-10-05,0.568,0.512,-12.223,0.0764,0.822,1.14e-05,0.0941,0.892,3.0,1.0,177.144,150.493
Graduation's Here,The Fleetwoods,8.0,39.0,1959-05-13,0jKdN6d5Jb3TgmqR90DGuY,Graduation's Here,Come Softly To Me: The Very Best Of The Fleetwoods,21.0,N,1993-01-01,0.505,0.0566,-20.275,0.0339,0.916,5.63e-05,0.103,0.258,1.0,1.0,95.093,118.307
Granada,Frank Sinatra,3.0,64.0,1961-06-28,2C1ItJ7G62AJyBje9WBpfW,Granada,Swing Along With Me,26.0,N,1961-07,0.364,0.467,-9.612,0.0384,0.472,0.0,0.915,0.644,11.0,1.0,151.18,219.133
Green Chri$tma$,Stan Freberg,2.0,44.0,1958-12-24,6Zm5PIzDJSdT79F05UhHMn,Green Christmas,"The Best Of Stan Freberg ""The Capitol Years""",2.0,N,1989-01-01,0.708,0.335,-12.276,0.661,0.759,0.0,0.351,0.616,5.0,1.0,115.523,412.8
Green Grass Of Texas,The Texans,1.0,100.0,1961-03-22,6Acz8htWPRE4fpk4bvAEr2,Green Grass of Texas,"Rock and Pop Oldies Mix, Vol. 1",1.0,N,2015-12-17,0.47,0.972,-5.959,0.0482,0.639,0.905,0.286,0.862,1.0,1.0,137.837,141.947
Greenfields,The Brothers Four,20.0,2.0,1960-02-17,7LAsDdinXejDwodvelVVTa,Greenfields,The Brothers Four,40.0,N,1959-12-21,0.466,0.125,-20.428,0.0372,0.863,0.0,0.121,0.338,11.0,0.0,111.43,182.027
Groovy Tonight,Bobby Rydell,2.0,70.0,1960-11-30,5TywrBF82AUQ83pXuMXjXg,"Groove with You, Pts. 1 & 2",Showdown,45.0,N,1978-08-21,0.607,0.467,-10.105,0.055,0.726,0.00791,0.131,0.492,9.0,1.0,164.299,291.88
Ground Hog,The Browns Featuring Jim Edward Brown,2.0,97.0,1961-04-05,2nfccfmQ0O6RbYdgOpqqIg,Looking Back to See (feat. Jim Ed Brown),The Essential Jim Ed Brown And The Browns (feat. Jim Ed Brown),31.0,Y,1996-01-30,0.662,0.672,-7.234,0.0376,0.666,0.11,0.116,0.885,9.0,1.0,124.875,138.2
Guaglione,Perez Prado And His Orchestra,9.0,53.0,1958-10-08,3r2XkV0axjHZlpNsW3tpL3,Guaglione,The Best Of Perez Prado: The Original Mambo #5,25.0,N,1949,0.601,0.658,-13.354,0.0366,0.264,0.000138,0.34,0.941,2.0,1.0,87.276,143.773
Guess I've Been Around Too Long,Carl Smith,1.0,93.0,1958-09-03,0XB0JlYdDDRpXWaM0fFID2,Guess I've Been Around Too Long,Columbia Sessions (1950-1959),0.0,N,2017-10-20,0.337,0.245,-14.232,0.0315,0.834,0.0,0.0902,0.271,0.0,1.0,78.18,173.4
Guess Things Happen That Way,Johnny Cash And The Tennessee Two,7.0,21.0,1958-01-01,0XmVkj183Ahgnfyn6A77TO,Guess Things Happen That Way - 1958 Single Version,Showtime,47.0,Y,1969-01-01,0.565,0.504,-8.708,0.0503,0.896,0.000829,0.206,0.88,10.0,1.0,148.943,110.675
Guess Who,Jesse Belvin,13.0,31.0,1959-03-25,0WMdvkAqOhkCMoBEPf7rUt,Guess Who - Digitally Mastered 1988,Nippers 50's-Vol.1,12.0,N,1988-10-18,0.335,0.155,-14.822,0.0299,0.908,0.000175,0.254,0.228,7.0,1.0,109.35,172.867
Guitar Boogie Shuffle,The Virtues,16.0,5.0,1959-03-04,6CIHxvT7MnSGsJLCoihLtV,Guitar Boogie Shuffle,"Hop, Skip and Jump",29.0,N,1997-01-01,0.542,0.946,-7.03,0.0578,0.105,0.0309,0.0854,0.482,4.0,1.0,93.164,156.8
Half-Breed,Marvin Rainwater,7.0,66.0,1959-07-22,3oXNIpoUMdk8qGkwCeXqGv,Halfcrazy,Juslisen,60.0,N,2002-05-07,0.412,0.77,-6.057,0.18,0.462,1.5e-06,0.0485,0.418,11.0,0.0,101.955,254.493
Halfway To Paradise,Tony Orlando,8.0,39.0,1961-04-26,3xb0l6qhIK0JkozAHxLDCx,Halfway To Paradise,Timeless The Big Hits,10.0,N,2021-03-19,0.569,0.476,-12.647,0.0348,0.536,0.0,0.111,0.65,2.0,1.0,119.336,155.693
"Hallelujah, I Love Him So",Peggy Lee,2.0,77.0,1959-05-13,499GXjmRXzKrZLmiWrhvuY,"Hallelujah, I Love Him So",Ultimate Peggy Lee,46.0,N,2020-04-17,0.752,0.287,-10.675,0.283,0.563,0.0,0.0642,0.681,1.0,1.0,139.15,150.053
Handy Man,Jimmy Jones,18.0,2.0,1959-12-23,63l4KCU2ZpXodzDzuHtyu4,Handy Man,Good Timin',39.0,N,1960-01-01,0.477,0.781,-6.931,0.0654,0.4,0.0,0.331,0.75,10.0,1.0,144.976,124.12
Happy Anniversary,Jane Morgan,9.0,57.0,1959-11-04,5RJRlv5ar790iywFvr3w1G,Happy Anniversary,Love Is Like Champagne,5.0,N,2023-03-15,0.267,0.186,-13.806,0.0316,0.946,0.000529,0.0902,0.348,0.0,1.0,96.357,148.12
Happy Birthday Blues,Kathy Young With The Innocents,10.0,30.0,1961-02-15,6ryy56hxN6BHBNo0iddnQN,Birthday Baby (The Girl with No Smile),Garden State Vampire,39.0,N,2024-08-23,0.538,0.685,-6.616,0.0466,0.484,3.76e-06,0.0875,0.378,7.0,1.0,79.975,230.355
Happy Days,Marv Johnson,7.0,58.0,1960-12-07,5uHyCVn335UgEfEEmMJZeN,Happy Days,The Best of Marv Johnson - You Got What It Takes,4.0,N,1992-01-01,0.72,0.468,-14.051,0.0504,0.795,0.0,0.37,0.911,5.0,0.0,120.052,160.4
Happy Shades Of Blue,Freddie Cannon,5.0,83.0,1960-07-20,1VO6tgdAnNVBUKHALJx3vH,Happy Shades of Blue - Remastered,Just My Rock & Roll Classics (Remastered),0.0,N,2020-01-31,0.673,0.65,-7.738,0.0358,0.404,1.45e-06,0.148,0.707,0.0,1.0,121.843,178.493
Happy Vacation,Jackie Lee,2.0,95.0,1959-06-24,46oHR0WMUpKQWEe4gyvVSn,Happy Vacation,Happy Vacation / The Hucklebuck,0.0,N,1959-06-08,0.662,0.938,-7.415,0.0431,0.431,0.887,0.369,0.971,0.0,1.0,95.274,147.12
Happy Years,The Diamonds,4.0,73.0,1958-01-01,15NPJtiKnH6vl1YTIBx9Mf,Happy Years,Rare Gems - Volume One,0.0,Y,2005-11-29,0.714,0.464,-11.08,0.0514,0.9,0.283,0.103,0.921,8.0,1.0,124.553,132.28
Happy-Go-Lucky-Me,Paul Evans,14.0,10.0,1960-04-27,18osa1s3PwYRkxM8ARgLnN,Happy-Go-Lucky-Me,In Your Home Tonight!,20.0,N,1961-12-24,0.718,0.543,-11.016,0.0502,0.819,0.0206,0.362,0.94,9.0,1.0,93.954,117.253
Harbor Lights,The Platters,16.0,8.0,1960-01-20,3bZGw3sNQ1rQoosJzr7G2e,Harbor Lights,Reflections,45.0,N,1960-01-01,0.26,0.29,-13.38,0.0293,0.913,0.000649,0.153,0.303,5.0,1.0,78.797,194.867
Hard Headed Woman,Elvis Presley With The Jordanaires,8.0,4.0,1958-01-01,32CVurlBxtEYQlDm3yzCLl,Hard Headed Woman,King Creole,45.0,N,1958-09-19,0.61,0.699,-8.739,0.176,0.842,1.85e-06,0.501,0.859,0.0,1.0,97.924,113.48
Hardhearted Hannah,Ray Charles,4.0,55.0,1960-11-16,3nYZXTm1q3gbwEr38gmvWg,Hardhearted Hannah,True Genius,23.0,N,2021-09-10,0.539,0.271,-11.552,0.0384,0.752,0.0,0.0808,0.359,0.0,0.0,86.989,197.107
Harlem Nocturne,The Viscounts,16.0,52.0,1959-12-23,6GROMP4q49fsqQzs8s9mCw,Harlem Nocturne - Single Version,Harlem Nocturne,28.0,N,1965-04-08,0.357,0.321,-14.848,0.0397,0.801,0.626,0.113,0.47,11.0,1.0,165.689,143.387
Harmony,Billy Bland,2.0,91.0,1960-10-05,6UXvWxLEiR3LJ5PtAAOpN6,Harmony,Hy Weiss Presents: Old Town Records,0.0,N,2003-01-01,0.553,0.346,-10.06,0.027,0.376,0.0,0.224,0.718,0.0,1.0,111.409,143.64
Harvey's Got A Girl Friend,Royal Teens,2.0,78.0,1958-08-06,5Qbie4S6sDDMOjwodcEhgA,Harvey's Got A Girl Friend,Short Shorts,1.0,N,2022-01-01,0.629,0.994,-3.96,0.049,0.617,0.00741,0.383,0.952,2.0,0.0,141.651,129.547
Hats Off To Larry,Del Shannon,12.0,6.0,1961-05-31,0Eok7UwcfOhuNxBNnJzeHY,Hats off to Larry,Hats off to Del Shannon,37.0,N,1962-01-01,0.44,0.719,-4.469,0.0348,0.664,3.29e-06,0.322,0.635,11.0,1.0,79.99,122.2
Have Mercy Baby,The Bobbettes,8.0,66.0,1960-10-05,1SZPqcSpuV6AhpiFWeXoPf,Have Mercy Baby,"Rock and Roll Vixens, Vol. 4",1.0,N,2021-04-09,0.493,0.827,-6.981,0.0825,0.423,0.0,0.181,0.903,4.0,1.0,167.286,144.867
Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,5.0,84.0,1960-11-23,7d5DaXxZVLC2aww0lDSQOs,Have You Ever Been Lonely (Have You Ever Been Blue),A Sweet Old-Fashioned Girl,22.0,N,1995-01-01,0.504,0.377,-11.852,0.033,0.887,6.97e-06,0.172,0.409,10.0,1.0,103.195,136.56
Havin' Fun,Dion,6.0,42.0,1961-02-01,5MwAvp85J0t4PDqcQ0DLNQ,Havin' Fun,The Best Of Dion & The Belmonts,12.0,N,2005-01-01,0.357,0.364,-14.805,0.0304,0.882,0.00465,0.247,0.52,1.0,1.0,63.051,136.333
Hawaiian War Chant,Billy Vaughn And His Orchestra,1.0,89.0,1959-03-25,3WC3qbdLfTlghj1IWSUYz0,Hawaiian War Chant,Blue Hawaii,11.0,N,1959-01-01,0.46,0.491,-8.623,0.0491,0.163,0.766,0.0926,0.947,8.0,1.0,162.002,108.947
He Will Break Your Heart,Jerry Butler,15.0,7.0,1960-10-26,2ZJZcqM60OwgqTO1OvJpHL,He Will Break Your Heart,Aware Of Love,31.0,N,1961-01-01,0.612,0.601,-9.095,0.0425,0.22,0.0,0.446,0.692,8.0,0.0,130.939,170.093
He'll Have To Go,Jim Reeves,23.0,2.0,1959-12-23,0HAfPU3oUhlY8VpdVAgIlt,He'll Have to Go,The Essential Jim Reeves,38.0,N,1995-07-31,0.567,0.168,-16.451,0.038,0.85,0.00106,0.109,0.198,1.0,1.0,81.331,138.373
He'll Have To Stay,Jeanne Black,11.0,4.0,1960-04-27,4OgCE8bmGO7eatG3OuBEju,He'll Have To Stay,Lost Hits Of The 60's (All Original Artists & Versions),32.0,N,2010-01-01,0.354,0.179,-9.088,0.0355,0.953,2.54e-06,0.114,0.427,10.0,1.0,166.375,164.44
Heart And Soul,The Cleftones,9.0,18.0,1961-05-17,5XoYj1BbiLSzBjhPoMv09C,Heart and Soul,The Best Of The Cleftones,35.0,N,2013-04-16,0.519,0.396,-8.751,0.0292,0.681,0.0,0.719,0.942,8.0,1.0,148.534,113.64
Heartaches By The Number,Guy Mitchell,20.0,1.0,1959-09-30,0mmveflIg5uKskiCOdRV3e,Heartaches By The Number,20 Greatest Hits,48.0,N,1995-01-01,0.584,0.589,-11.203,0.0718,0.463,1.53e-05,0.069,0.842,5.0,1.0,172.484,154.296
Heartbeat,Buddy Holly,4.0,82.0,1958-12-24,3ZiinX20GNikz3F849xTIO,Heartbeat,The Definitive Collection,44.0,Y,2006-04-18,0.617,0.346,-9.498,0.0319,0.704,0.0,0.0585,0.811,9.0,1.0,151.057,128.453
Heartbreak (It's Hurtin' Me),Little Willie John,12.0,38.0,1960-06-01,39esfbt3aeCDPIHgnq00j6,Heartbreak (It's Hurtin' Me),28 Big Ones,8.0,N,1976,0.512,0.449,-11.717,0.0624,0.706,0.0159,0.0877,0.647,8.0,1.0,125.099,171.48
Hearts Of Stone,Bill Black's Combo,8.0,20.0,1961-02-15,71TJl06EAYPxNJMEXBeGJ3,Hearts Of Stone,Bill Black's Combo,10.0,N,2003-01-01,0.89,0.438,-10.684,0.0438,0.164,0.926,0.0547,0.961,0.0,1.0,117.728,128.413
Heavenly Lover,Teresa Brewer,8.0,40.0,1959-03-11,3Ywx8JnFzaoZcjf6NronPF,Heavenly Lover (Al Chiar Di Luna Porto Fortuna),A Sweet Old-Fashioned Girl,2.0,N,1995-01-01,0.579,0.296,-13.821,0.0355,0.941,2.92e-06,0.336,0.726,3.0,1.0,133.194,144.427
Hello Mary Lou,Ricky Nelson,12.0,9.0,1961-04-26,0IMS1Za69G3KHMX4liB2Nr,Hello Mary Lou (Goodbye Heart),Greatest Love Songs,44.0,N,2008,0.559,0.78,-6.597,0.0328,0.158,6.89e-06,0.0793,0.964,9.0,1.0,98.661,139.28
Hello Walls,Faron Young,15.0,12.0,1961-04-05,4dim8F8t01qimHOmr6S3Gd,Hello Walls,The Complete Capitol Hits Of Faron Young,52.0,N,2000-01-01,0.62,0.406,-10.421,0.0281,0.722,6.73e-06,0.114,0.695,0.0,1.0,101.489,146.84
Hello Young Lovers,Paul Anka,12.0,23.0,1960-07-27,07VFkGPbZXEQEPqn8by1y0,"Hello, Young Lovers - Remastered",Swings For Young Lovers (Remastered),4.0,N,1960-01-01,0.397,0.432,-11.429,0.0374,0.728,0.0,0.0795,0.649,5.0,1.0,138.812,155.693
Here Comes Summer,Jerry Keller,13.0,14.0,1959-06-24,74WWPt73TepfMube4wtoUB,Here Comes Summer - Rerecorded,"The Greatest Hits of Rock 'n' Roll, Vol. 3",13.0,N,1980-01-01,0.405,0.45,-13.275,0.0747,0.931,1.18e-05,0.399,0.848,7.0,0.0,81.707,130.772
Here I Stand,Wade Flemons and the Newcomers,5.0,80.0,1958-12-17,3fXb7uR4CDGALrfKMkdIy3,Here I Am (feat. Ashley Hess),Here I Am,47.0,Y,2024-09-06,0.383,0.436,-8.633,0.0296,0.113,0.0,0.101,0.119,1.0,1.0,159.853,339.11
Here's My Confession,Wyatt (Earp) McPherson,2.0,97.0,1961-05-10,5x1KVuScXh34bgvaywZOdO,Milwaukee,Half Life,62.0,N,2024-04-19,0.529,0.749,-4.598,0.0415,0.279,0.000232,0.185,0.495,11.0,0.0,83.541,179.829
Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,5.0,61.0,1958-01-01,5Wcd1jm10ADmZp4vP5IfDj,Hey Girl-Hey Boy,"60's Class'n'Tip Pop, Vol.2",15.0,Y,2015-01-15,0.667,0.836,-5.624,0.0304,0.652,1.44e-05,0.228,0.961,0.0,1.0,157.327,160.44
Hey Little Girl,Dee Clark,15.0,20.0,1959-08-19,7FZNG2YGilIzt9HnOrHerw,Hey Little Girl,Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack,29.0,N,2019-07-26,0.444,0.83,-7.155,0.0496,0.0018,1.13e-06,0.341,0.936,1.0,1.0,105.155,135.133
Hey Little Lucy! (Don'tcha Put No Lipstick On),Conway Twitty,2.0,87.0,1959-05-13,5nfAOZz4UwZ5fNnZgYwcQM,Hey Little Lucy (Don't Cha Put No Lipstick On),Saturday Night With Conway Twitty,15.0,N,1959-01-01,0.528,0.764,-6.571,0.0436,0.868,0.0285,0.169,0.962,11.0,1.0,77.937,109.533
Hey Little One,Dorsey Burnette,11.0,48.0,1960-06-01,0ju2YMoZHkyhi1KiXWyrwg,Hey Little One,Era,0.0,N,2024-06-28,0.49,0.163,-14.497,0.0313,0.724,5.66e-06,0.128,0.418,0.0,1.0,72.416,135.347
Hide Away,Freddy King,10.0,29.0,1961-03-01,2bV2rAslNR4CjjG8CuEQhZ,Hide Away,Texas Sensation,35.0,N,1975,0.637,0.657,-10.615,0.0286,0.155,0.202,0.143,0.863,9.0,1.0,133.973,157.4
Hideaway,The Four Esquires,17.0,21.0,1958-09-17,1W1oG50BEmDhtvN1TF2c4S,Hideaway - Julien Marchal Remix,Particle Fields Reimagined,46.0,Y,2017-03-17,0.116,0.213,-17.232,0.0369,0.738,0.954,0.116,0.14,9.0,0.0,172.32,116.651
High Hopes,"Frank Sinatra ""and a bunch of kids""",17.0,30.0,1959-06-10,1rqqCSm0Qe4I9rUvWncaom,High Hopes,Pray for the Wicked,80.0,N,2018-06-22,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,5.0,1.0,82.014,190.947
High School Confidential,Jerry Lee Lewis And His Pumping Piano,2.0,63.0,1958-01-01,3poeSSSKBYpa03nMafRPmX,High School Confidential,The Complete Jerry Lee Lewis On Sun,3.0,N,2022-08-05,0.623,0.887,-7.263,0.0395,0.576,0.0,0.23,0.967,10.0,1.0,92.197,148.462
High School U.S.A.,Tommy Facenda,13.0,28.0,1959-10-14,0C8P9haQocLi6CmEwEgAUT,Hi-Heel Sneakers,Hi-Heel Sneakers,37.0,N,1964-01-01,0.593,0.521,-7.736,0.0497,0.549,0.000409,0.0565,0.761,5.0,1.0,81.415,168.907
Hither And Thither And Yon,Brook Benton,6.0,58.0,1960-04-13,2Bj8nFSe3yy6myhOonbHCw,Hither And Thither And Yon,Greatest Hits: The Mercury Years,3.0,N,1989-01-01,0.195,0.16,-20.175,0.0344,0.802,1.04e-05,0.088,0.353,3.0,1.0,183.274,156.333
Hold Back The Tears,The Delacardos,5.0,78.0,1961-05-31,0kWypzBUi5FRfhYqyzB00X,Hold Back the Tears,Cry Baby! The Roots Of Soul,1.0,N,2016-11-25,0.502,0.658,-5.804,0.0366,0.775,1.56e-06,0.114,0.928,5.0,0.0,133.861,123.027
Hold It,Bill Doggett,1.0,92.0,1958-11-05,2RP00ghvfhCqwNMOXCaaIb,Hold It,The EP Collection,21.0,N,1976,0.748,0.647,-5.455,0.215,0.344,0.814,0.0869,0.745,7.0,1.0,161.554,150.307
Honest I Do,The Innocents,10.0,28.0,1960-08-10,1clawHbnjJhCFGeBbYI2Yy,Honest I Do,Classic Innocents,2.0,N,2013-08-20,0.39,0.224,-13.197,0.0294,0.646,5.26e-05,0.185,0.151,6.0,1.0,112.352,120.44
Honestly And Truly,Tommy Edwards,8.0,65.0,1959-10-28,3VidpAXwGIlwOZjBSSfs31,Honestly And Truly,It’s All In The Game: The Best Of Tommy Edwards,12.0,N,1994-01-01,0.538,0.386,-11.966,0.0339,0.597,0.0,0.0832,0.507,5.0,0.0,116.288,173.2
Honey Hush,Joe Turner,9.0,53.0,1959-12-23,5ssXU6u9HqUW87W2gglY7F,Honey Hush,Big Joe Turner: The Rhythm & Blues Years,27.0,N,2005-04-19,0.472,0.592,-7.532,0.0681,0.586,0.0,0.125,0.671,7.0,0.0,169.218,162.946
Honey Love,Narvel Felts,2.0,90.0,1960-02-03,2F4Th5TUzfOIGH3AgJprbj,Honey Love,Those Rockabilly Years,2.0,N,2015-10-07,0.52,0.69,-9.515,0.0516,0.739,0.0,0.149,0.886,9.0,1.0,146.537,126.773
Honky Tonk (Part 2),Bill Doggett,10.0,57.0,1961-01-25,1cYRUmVpBIXfGLX3uoUTn3,Honky Tonk Parts 1 & 2,King Keeps Banging Out The Hits,7.0,N,1975,0.56,0.612,-9.065,0.035,0.339,0.855,0.123,0.651,5.0,1.0,103.89,349.133
Honky-Tonk Girl,Johnny Cash,1.0,92.0,1960-07-20,0nMZZTQLlwcjXYZzA0QTgA,Honky-Tonk Girl,Now There Was A Song!,15.0,N,1960-01-01,0.707,0.563,-8.64,0.0267,0.363,0.000605,0.163,0.903,10.0,1.0,89.799,117.733
Hoopa Hoola,Betty Johnson,5.0,56.0,1958-10-01,1exOXO4MAaMNR7Vqy5p0VO,Rather Be Alone,Rather Be Alone,45.0,N,2024-02-09,0.482,0.31,-10.063,0.0494,0.531,0.115,0.105,0.612,10.0,0.0,139.867,150.65
Hop Scotch,Santo & Johnny,2.0,90.0,1961-04-12,0yK8sWD6cfrc7pGfaPIcZH,Sleep Walk,Canadian American Greatest Hits 50th Anniversary Collection,63.0,N,2012-10-25,0.779,0.212,-9.759,0.0362,0.759,0.959,0.235,0.444,10.0,0.0,94.675,145.333
